"SYMBOL
","OPEN
","HIGH
","LOW
","PREV. CLOSE
","LTP
","INDICATIVE CLOSE
","CHNG
","%CHNG
","VOLUME
(shares)","VALUE
 (₹ Crores)","52W H
","52W L
","30 D   %CHNG
","365 D % CHNG
 21-Dec-2023"
"VIJAYA","1,063.65","1,079.95","1,025.00","1,060.05","1,025.00","-","-35.05","-3.31","87,272","9.19","1,249.95","596.05","-2.47","61.04"
"ADANIENSOL","799.00","812.60","761.85","796.00","769.65","-","-26.35","-3.31","17,99,045","141.17","1,348.00","588.00","-11.93","-25.23"
"FINCABLES","1,180.00","1,205.95","1,142.00","1,189.50","1,150.00","-","-39.50","-3.32","1,73,413","20.35","1,700.00","831.25","3.57","9.88"
"HFCL","117.79","118.66","113.00","117.13","113.24","-","-3.89","-3.32","1,07,93,947","124.91","171.00","72.65","-12.29","46.64"
"ATGL","697.00","712.45","666.15","697.25","674.00","-","-23.25","-3.33","11,21,570","77.33","1,190.00","545.75","0.39","-31.54"
"RENUKA","41.25","41.30","39.54","41.07","39.70","-","-1.37","-3.34","66,52,158","26.90","56.50","36.55","-0.20","-15.45"
"PGEL","978.00","978.00","910.00","950.85","919.00","-","-31.85","-3.35","11,02,894","102.84","1,019.00","146.71","35.96","-63.23"
"BANKINDIA","106.55","107.15","102.70","106.55","102.98","-","-3.57","-3.35","70,41,416","73.54","157.95","96.00","-1.47","-5.91"
"VOLTAMP","10,368.00","10,380.00","9,825.00","10,264.40","9,919.95","-","-344.45","-3.36","18,220","18.28","14,800.00","5,750.00","1.29","60.42"
"JUBLINGREA","790.55","809.05","760.55","794.55","767.85","-","-26.70","-3.36","4,86,356","38.27","885.00","420.00","15.32","55.27"
"WABAG","1,686.25","1,688.15","1,604.55","1,673.45","1,617.10","-","-56.35","-3.37","8,26,161","136.18","1,944.00","575.15","-4.42","167.34"
"SYRMA","620.50","621.85","585.80","614.70","594.00","-","-20.70","-3.37","12,68,832","76.45","702.00","376.35","6.36","-11.71"
"GMDCLTD","340.05","346.75","324.50","339.90","328.45","-","-11.45","-3.37","6,12,686","20.44","506.00","308.80","-2.64","-19.40"
"RECLTD","529.00","533.50","510.30","529.10","511.25","-","-17.85","-3.37","77,09,581","400.86","654.00","389.20","-0.65","24.51"
"BOMDYEING","207.40","209.15","200.00","207.51","200.50","-","-7.01","-3.38","9,76,212","19.93","256.40","134.10","-2.85","33.44"
"MRPL","147.00","147.90","140.36","145.93","141.00","-","-4.93","-3.38","11,68,197","16.95","289.25","118.80","-3.89","14.46"
"PARADEEP","112.30","113.39","107.50","112.30","108.50","-","-3.80","-3.38","55,92,097","61.62","119.55","61.95","2.75","60.82"
"AZAD","1,748.95","1,748.95","1,650.00","1,734.15","1,675.00","-","-59.15","-3.41","1,01,696","17.19","2,080.00","642.40","5.26","-"
"MAITHANALL","1,225.00","1,239.85","1,166.00","1,211.35","1,170.00","-","-41.35","-3.41","1,71,331","20.73","1,359.00","955.00","9.35","4.64"
"MHRIL","371.60","377.55","359.85","372.95","360.20","-","-12.75","-3.42","1,77,507","6.54","505.00","347.00","1.18","0.28"
"EVEREADY","422.15","425.00","399.90","415.95","401.70","-","-14.25","-3.43","1,04,670","4.29","505.00","295.05","4.99","15.84"
"UNIONBANK","120.70","121.63","116.10","121.00","116.85","-","-4.15","-3.43","1,25,08,798","147.92","172.50","106.68","0.66","-1.49"
"FEDERALBNK","200.40","201.30","190.55","200.95","194.00","-","-6.95","-3.46","1,00,57,259","197.30","217.00","139.40","-5.90","26.31"
"FINPIPE","249.55","252.45","235.25","248.50","239.90","-","-8.60","-3.46","5,27,791","12.80","355.90","203.00","-9.18","13.14"
"MSUMI","61.94","62.48","59.49","62.00","59.85","-","-2.15","-3.47","57,52,939","34.89","80.00","59.10","-2.49","-0.43"
"ESCORTS","3,279.90","3,302.80","3,149.95","3,283.90","3,170.00","-","-113.90","-3.47","2,61,515","84.15","4,420.00","2,648.40","-9.50","5.94"
"INDUSINDBK","960.00","966.85","926.45","964.40","930.90","-","-33.50","-3.47","44,66,131","420.20","1,694.50","926.45","-7.07","-40.80"
"SUNDRMFAST","1,124.40","1,129.15","1,081.05","1,122.60","1,083.60","-","-39.00","-3.47","60,352","6.62","1,505.95","1,003.05","-7.73","-12.03"
"POWERMECH","2,661.55","2,673.80","2,541.35","2,650.15","2,558.05","-","-92.10","-3.48","43,941","11.42","3,725.00","1,957.55","0.99","-37.16"
"DELTACORP","118.00","118.34","112.45","117.07","113.00","-","-4.07","-3.48","13,47,098","15.45","159.80","104.45","-0.99","-20.08"
"BEPL","146.95","148.10","140.70","146.37","141.28","-","-5.09","-3.48","5,69,343","8.24","177.00","81.60","15.97","40.52"
"HBLPOWER","676.90","682.90","648.00","676.50","652.90","-","-23.60","-3.49","21,02,883","139.89","739.65","376.05","19.15","48.70"
"TIMETECHNO","484.80","493.70","465.90","484.40","467.50","-","-16.90","-3.49","8,01,531","38.43","513.55","161.75","27.48","169.43"
"SUBROS","640.55","641.90","615.05","640.35","618.00","-","-22.35","-3.49","47,887","3.00","827.40","483.05","1.35","10.04"
"VGUARD","428.00","430.00","413.95","429.50","414.50","-","-15.00","-3.49","9,84,714","41.22","577.45","283.35","-2.34","44.73"
"QUESS","721.05","724.90","687.00","720.55","695.35","-","-25.20","-3.50","5,62,173","39.68","875.00","459.50","5.40","39.75"
"NATCOPHARM","1,480.50","1,481.75","1,410.00","1,476.80","1,425.15","-","-51.65","-3.50","4,80,121","69.34","1,639.00","755.00","3.83","82.09"
"PATANJALI","1,792.80","1,829.80","1,708.00","1,792.80","1,730.00","-","-62.80","-3.50","8,00,868","142.20","1,992.20","1,169.95","-5.07","13.78"
"SCI","220.00","222.10","210.00","220.12","212.40","-","-7.72","-3.51","17,83,417","38.60","384.20","154.55","0.44","28.85"
"AXISBANK","1,103.95","1,105.85","1,065.00","1,108.90","1,070.00","-","-38.90","-3.51","1,26,23,056","1,365.79","1,339.65","995.70","-5.48","-2.15"
"GREENPLY","328.95","329.90","312.00","327.70","316.20","-","-11.50","-3.51","1,48,637","4.74","411.95","210.70","-3.37","33.16"
"DEEPAKFERT","1,196.40","1,204.35","1,137.00","1,188.10","1,146.00","-","-42.10","-3.54","11,37,730","132.51","1,443.10","450.00","-9.94","72.64"
"BANKBARODA","248.00","249.99","237.77","248.31","239.50","-","-8.81","-3.55","1,09,49,542","267.13","299.70","215.10","1.43","7.00"
"SUPREMEIND","5,089.50","5,093.95","4,821.00","5,028.55","4,850.00","-","-178.55","-3.55","1,43,686","70.55","6,460.00","3,601.00","4.08","8.64"
"GSFC","213.40","213.80","203.20","212.45","204.90","-","-7.55","-3.55","19,51,093","40.70","322.25","187.50","5.34","-8.72"
"NEULANDLAB","14,310.00","14,605.00","13,800.00","14,428.25","13,912.30","-","-515.95","-3.58","56,752","80.25","18,100.00","4,926.05","-6.70","170.89"
"LTF","141.43","141.69","135.50","141.44","136.36","-","-5.08","-3.59","84,87,963","118.07","194.25","134.10","-2.31","-"
"NHPC","84.44","84.50","80.85","84.44","81.40","-","-3.04","-3.60","1,73,98,126","143.74","118.40","58.00","1.82","28.40"
"ALKYLAMINE","1,931.00","1,943.80","1,821.95","1,931.00","1,861.00","-","-70.00","-3.63","45,539","8.66","2,735.00","1,808.00","-3.92","-19.15"
"TARC","184.50","187.49","176.50","184.43","177.74","-","-6.69","-3.63","7,64,619","13.84","269.95","125.75","-11.98","33.66"
"CENTURYPLY","792.25","797.45","763.20","796.25","767.25","-","-29.00","-3.64","67,438","5.23","935.00","622.10","4.71","-3.16"
"SINDHUTRAD","23.11","23.32","20.76","23.04","22.20","-","-0.84","-3.65","6,78,168","1.53","45.15","16.70","-3.24","-26.28"
"SHYAMMETL","799.20","803.50","761.95","799.05","769.85","-","-29.20","-3.65","1,73,748","13.55","956.90","507.25","-6.49","34.37"
"MSTCLTD","703.15","716.85","670.00","700.15","674.50","-","-25.65","-3.66","2,65,156","18.36","1,165.00","494.40","8.89","22.96"
"RAMKY","620.10","630.45","600.75","626.55","603.55","-","-23.00","-3.67","43,296","2.66","1,009.05","426.75","8.21","-23.53"
"VIPIND","483.00","486.00","458.80","483.60","465.80","-","-17.80","-3.68","3,18,907","15.05","618.50","428.50","0.82","-23.51"
"SKFINDIA","4,693.35","4,712.45","4,520.00","4,692.90","4,520.00","-","-172.90","-3.68","33,345","15.28","7,350.00","4,024.50","-2.68","-3.46"
"DLF","863.10","869.70","824.50","864.40","832.50","-","-31.90","-3.69","28,73,364","242.34","967.60","670.20","8.85","19.89"
"NOCIL","261.00","263.50","250.10","260.65","251.00","-","-9.65","-3.70","3,65,173","9.32","336.00","217.95","-4.01","-3.25"
"CIGNITITEC","1,953.90","1,953.90","1,850.05","1,942.00","1,870.10","-","-71.90","-3.70","78,601","14.92","1,970.00","942.10","33.68","70.02"
"MOIL","349.00","353.10","331.20","348.95","336.00","-","-12.95","-3.71","6,79,866","23.35","588.00","259.50","16.11","11.96"
"COCHINSHIP","1,561.00","1,570.00","1,476.75","1,547.50","1,490.00","-","-57.50","-3.72","3,05,700","46.31","2,979.45","600.00","9.78","-"
"JISLJALEQS","72.55","72.81","68.75","71.83","69.15","-","-2.68","-3.73","56,59,178","39.83","84.19","43.60","5.14","8.65"
"ZEEL","130.56","132.19","124.00","130.44","125.54","-","-4.90","-3.76","97,10,844","123.99","293.20","114.36","2.11","-52.28"
"PARKHOTELS","191.40","191.40","176.10","186.31","179.30","-","-7.01","-3.76","3,16,522","5.78","235.00","138.00","26.93","-"
"GPPL","189.25","192.04","183.03","191.28","184.05","-","-7.23","-3.78","7,16,269","13.37","250.69","138.00","6.28","25.74"
"PATELENG","55.00","55.70","52.21","55.30","53.20","-","-2.10","-3.80","38,28,904","20.72","79.00","46.25","-0.51","-12.02"
"PTC","154.51","154.70","143.32","154.16","148.30","-","-5.86","-3.80","32,30,521","48.35","254.60","143.32","-12.80","-18.86"
"POLYCAB","7,510.00","7,593.50","7,150.10","7,493.50","7,208.00","-","-285.50","-3.81","3,40,963","249.55","7,605.00","3,801.00","10.15","27.74"
"STYLAMIND","2,549.30","2,549.30","2,452.00","2,549.30","2,452.15","-","-97.15","-3.81","22,813","5.71","2,735.00","1,414.00","9.48","39.34"
"NLCINDIA","244.80","246.95","235.00","244.75","235.30","-","-9.45","-3.86","11,50,263","27.61","311.80","193.00","-0.23","12.33"
"HAL","4,385.00","4,420.00","4,175.00","4,385.10","4,215.05","-","-170.05","-3.88","15,98,164","684.95","5,674.75","2,585.00","3.28","54.82"
"IDEA","7.68","7.76","7.34","7.69","7.39","-","-0.30","-3.90","39,27,79,182","296.55","19.18","6.61","4.23","-45.79"
"TECHM","1,770.00","1,770.85","1,680.10","1,754.35","1,685.85","-","-68.50","-3.90","29,21,154","498.08","1,807.70","1,162.95","-0.80","34.87"
"SARDAEN","482.90","494.55","461.10","479.90","461.10","-","-18.80","-3.92","6,19,841","29.87","525.00","180.25","14.45","88.90"
"VARROC","621.05","626.65","595.85","622.40","598.00","-","-24.40","-3.92","4,70,048","28.82","716.90","433.00","20.05","10.14"
"HINDWAREAP","295.60","297.85","279.55","295.60","284.00","-","-11.60","-3.92","96,682","2.78","493.33","249.35","5.69","-43.52"
"PPLPHARMA","264.40","268.80","249.70","261.60","251.30","-","-10.30","-3.94","52,74,467","137.56","307.90","114.35","0.64","95.66"
"EMUDHRA","997.05","1,000.05","937.10","990.45","951.45","-","-39.00","-3.94","2,67,813","26.00","1,024.00","415.00","6.49","117.62"
"INDIAMART","2,360.00","2,373.00","2,242.75","2,363.40","2,270.00","-","-93.40","-3.95","2,72,969","62.85","3,198.40","2,230.00","-0.59","-17.88"
"RESPONIND","264.15","267.25","250.65","263.00","252.60","-","-10.40","-3.95","4,30,678","11.18","339.45","249.00","-1.66","-16.59"
"WELSPUNLIV","171.40","171.48","162.00","170.76","164.00","-","-6.76","-3.96","32,51,677","53.75","212.95","122.65","9.87","12.92"
"ENTERO","1,489.90","1,489.90","1,401.50","1,469.90","1,411.50","-","-58.40","-3.97","43,911","6.28","1,584.25","970.00","6.39","-"
"RAILTEL","420.00","425.80","397.50","418.90","402.25","-","-16.65","-3.97","16,38,869","67.12","617.80","279.05","7.00","37.42"
"ASHOKA","300.91","305.79","285.00","299.89","287.90","-","-11.99","-4.00","30,85,364","91.82","310.40","130.85","23.84","111.22"
"OIL","439.00","441.80","417.00","438.95","421.40","-","-17.55","-4.00","33,45,519","143.78","767.90","229.83","-13.11","12.08"
"BAJAJHIND","32.65","32.79","31.00","32.46","31.16","-","-1.30","-4.00","63,03,979","20.00","46.10","24.75","-0.13","10.44"
"RAMCOCEM","1,027.60","1,031.15","981.60","1,027.85","986.50","-","-41.35","-4.02","4,45,898","44.39","1,060.00","700.00","9.14","-0.40"
"BSE","5,821.00","5,837.95","5,512.25","5,791.45","5,558.45","-","-233.00","-4.02","16,17,281","915.85","5,837.95","1,941.05","17.25","137.49"
"SPARC","215.96","218.39","205.15","214.49","205.85","-","-8.64","-4.03","8,57,459","18.16","472.80","189.75","5.30","-19.68"
"VEEDOL","1,750.05","1,777.95","1,678.05","1,767.25","1,696.00","-","-71.25","-4.03","24,214","4.15","2,800.00","1,291.90","-3.70","-"
"ROUTE","1,435.80","1,435.80","1,357.35","1,414.60","1,357.35","-","-57.25","-4.05","96,385","13.36","1,942.45","1,334.00","-3.29","-13.73"
"ADANIGREEN","1,074.90","1,119.00","1,015.10","1,073.65","1,030.00","-","-43.65","-4.07","1,43,40,608","1,513.09","2,174.10","870.25","-26.78","-31.93"
"NCC","299.35","301.20","286.50","299.70","287.50","-","-12.20","-4.07","41,48,853","121.33","364.50","154.65","2.94","76.03"
"CERA","7,556.00","7,637.20","7,262.80","7,588.10","7,278.00","-","-310.10","-4.09","9,274","6.89","10,789.95","6,591.20","2.25","-9.93"
"BIOCON","350.00","351.30","335.15","350.35","336.00","-","-14.35","-4.10","28,89,197","98.37","395.80","239.30","2.72","36.73"
"BBTC","2,275.00","2,296.80","2,165.00","2,281.55","2,188.00","-","-93.55","-4.10","71,451","15.88","2,975.00","1,259.30","-14.67","64.88"
"CRISIL","5,856.30","5,912.00","5,537.00","5,804.65","5,566.00","-","-238.65","-4.11","69,441","40.43","5,912.00","3,660.70","9.18","34.62"
"ROLEXRINGS","2,011.00","2,025.40","1,921.50","2,008.70","1,926.00","-","-82.70","-4.12","17,258","3.40","2,794.00","1,720.00","-5.60","-17.44"
"SUZLON","67.55","67.79","63.95","67.05","64.28","-","-2.77","-4.13","5,50,42,543","359.65","86.04","33.90","3.07","-"
"CMSINFO","519.20","520.00","486.90","516.50","495.15","-","-21.35","-4.13","5,54,882","27.80","616.50","355.10","3.72","28.57"
"SUPRIYA","764.00","783.25","722.55","764.65","733.00","-","-31.65","-4.14","3,57,085","27.01","835.20","270.00","5.71","163.85"
"OFSS","12,949.15","12,983.55","12,168.05","12,830.40","12,299.00","-","-531.40","-4.14","1,32,859","165.57","12,983.55","4,120.00","9.66","191.82"
"KPITTECH","1,516.00","1,535.90","1,438.90","1,513.15","1,450.00","-","-63.15","-4.17","12,08,534","178.75","1,928.70","1,283.25","11.19","-4.30"
"PHOENIXLTD","1,684.95","1,687.75","1,575.45","1,672.90","1,603.00","-","-69.90","-4.18","7,61,397","123.53","2,068.50","1,071.00","7.41","-27.49"
"PERSISTENT","6,748.00","6,788.90","6,353.00","6,674.20","6,395.10","-","-279.10","-4.18","5,53,867","361.08","6,788.90","1,729.74","11.53","-11.08"
"LUXIND","2,062.00","2,068.65","1,931.55","2,057.15","1,971.00","-","-86.15","-4.19","78,921","15.61","2,493.00","1,071.75","10.69","47.98"
"SOLARINDS","10,275.00","10,320.00","9,731.00","10,235.30","9,805.00","-","-430.30","-4.20","63,347","62.90","13,298.00","6,275.00","-1.96","49.22"
"HINDCOPPER","278.65","283.65","261.00","279.65","267.85","-","-11.80","-4.22","40,06,043","110.74","415.80","193.25","3.15","24.60"
"BLUEDART","7,581.70","7,593.40","7,121.00","7,514.10","7,196.65","-","-317.45","-4.22","5,845","4.28","9,488.70","5,486.60","-2.44","-0.03"
"EDELWEISS","129.84","134.70","124.15","131.04","125.50","-","-5.54","-4.23","44,61,028","57.83","145.53","59.41","16.58","55.13"
"JKLAKSHMI","867.00","872.45","820.05","866.65","830.00","-","-36.65","-4.23","1,72,658","14.69","999.90","685.45","11.60","-2.55"
"PAYTM","999.90","1,006.20","940.05","996.10","953.95","-","-42.15","-4.23","82,11,160","794.61","1,062.95","310.00","16.09","48.04"
"NFL","122.00","122.00","114.17","120.25","115.15","-","-5.10","-4.24","20,13,102","23.80","169.95","74.85","6.58","43.19"
"SHARDAMOTR","1,991.10","2,004.75","1,885.00","1,987.80","1,902.65","-","-85.15","-4.28","28,958","5.60","2,952.10","1,120.00","-2.06","63.81"
"GREENPANEL","382.40","384.05","354.35","380.30","364.00","-","-16.30","-4.29","1,05,995","3.94","449.90","267.95","8.10","-1.09"
"TATAELXSI","7,301.05","7,325.00","6,900.00","7,235.30","6,925.10","-","-310.20","-4.29","2,58,016","181.79","9,080.00","6,286.00","5.69","-21.08"
"ENGINERSIN","192.00","193.44","182.65","192.66","184.40","-","-8.26","-4.29","25,24,738","47.38","303.90","147.40","1.31","17.71"
"DHANUKA","1,609.80","1,609.80","1,500.05","1,587.90","1,519.60","-","-68.30","-4.30","31,573","4.84","1,925.80","933.80","0.59","47.98"
"JKPAPER","456.65","461.65","434.00","455.60","435.75","-","-19.85","-4.36","4,62,898","20.72","638.75","319.10","6.29","11.69"
"GESHIP","1,030.00","1,030.00","972.00","1,024.65","980.00","-","-44.65","-4.36","3,36,438","33.77","1,543.70","890.00","-6.52","-0.45"
"KSL","1,232.00","1,239.00","1,171.00","1,233.15","1,179.40","-","-53.75","-4.36","1,53,289","18.31","1,277.00","427.30","53.02","171.45"
"SHRIPISTON","2,151.90","2,168.30","2,040.75","2,140.60","2,047.10","-","-93.50","-4.37","45,936","9.60","2,399.00","1,158.75","1.33","68.88"
"HEG","572.40","576.00","538.20","567.85","543.00","-","-24.85","-4.38","24,03,489","134.28","619.50","321.00","31.92","-69.11"
"GODREJPROP","2,996.00","3,001.35","2,835.60","2,984.05","2,853.00","-","-131.05","-4.39","6,50,971","191.20","3,402.70","1,864.20","6.06","45.88"
"GRSE","1,661.75","1,667.50","1,560.20","1,654.75","1,582.00","-","-72.75","-4.40","4,42,865","71.19","2,833.80","673.45","11.56","92.42"
"CGPOWER","764.65","774.90","724.75","764.65","731.00","-","-33.65","-4.40","26,09,704","194.75","874.70","414.30","1.64","60.06"
"VAIBHAVGBL","299.80","306.00","287.65","302.90","289.55","-","-13.35","-4.41","8,74,625","26.10","542.40","262.65","6.36","-28.96"
"EXIDEIND","450.00","456.55","414.60","439.70","420.30","-","-19.40","-4.41","1,03,43,994","457.04","620.35","278.50","1.14","45.20"
"BRIGADE","1,306.00","1,306.00","1,215.25","1,302.95","1,245.00","-","-57.95","-4.45","4,01,892","50.02","1,453.10","827.00","7.61","42.64"
"ARVIND","435.95","437.95","410.40","434.30","414.95","-","-19.35","-4.46","6,43,718","27.15","450.00","230.10","19.71","68.95"
"SOBHA","1,614.00","1,629.95","1,532.00","1,610.20","1,538.00","-","-72.20","-4.48","2,09,914","32.97","2,155.35","915.34","0.56","56.16"
"MCX","6,700.00","6,700.00","6,327.70","6,686.35","6,385.00","-","-301.35","-4.51","2,80,507","182.11","7,048.60","2,917.85","4.77","98.81"
"IFCI","64.18","64.33","60.71","63.90","61.00","-","-2.90","-4.54","78,95,071","49.27","91.40","26.45","0.69","114.68"
"IEX","185.01","187.27","175.55","184.93","176.50","-","-8.43","-4.56","49,96,095","90.63","244.40","130.20","9.21","20.63"
"CYIENT","2,020.70","2,042.25","1,918.15","2,017.50","1,923.85","-","-93.65","-4.64","2,25,664","44.30","2,458.95","1,651.50","6.13","-17.17"
"ITI","360.70","363.85","334.20","357.45","340.85","-","-16.60","-4.64","49,75,747","174.36","404.00","210.00","16.93","17.47"
"J&KBANK","100.86","100.96","95.50","100.96","96.25","-","-4.71","-4.67","27,81,140","27.26","152.50","88.11","0.38","-21.99"
"PRUDENT","2,952.15","2,989.00","2,822.55","2,980.20","2,841.00","-","-139.20","-4.67","23,417","6.77","3,735.20","1,135.00","-4.85","134.71"
"BEML","4,285.75","4,309.50","4,051.00","4,281.90","4,081.80","-","-200.10","-4.67","2,03,036","84.75","5,488.00","2,486.40","10.13","49.90"
"HIKAL","395.40","397.90","372.10","394.45","375.80","-","-18.65","-4.73","4,75,788","18.35","464.75","260.30","-3.72","27.28"
"DBREALTY","192.18","193.32","180.30","190.25","181.25","-","-9.00","-4.73","50,62,841","95.16","284.90","150.91","16.89","-4.29"
"IDFCFIRSTB","65.02","65.33","61.20","65.07","61.99","-","-3.08","-4.73","4,07,80,592","256.10","91.20","59.30","-4.55","-30.19"
"CDSL","1,962.00","1,965.85","1,851.60","1,956.45","1,863.50","-","-92.95","-4.75","32,45,637","617.02","1,989.80","811.00","23.53","1.26"
"UTIAMC","1,285.00","1,297.50","1,228.25","1,295.50","1,233.80","-","-61.70","-4.76","2,43,596","30.62","1,403.65","802.00","-3.77","47.16"
"JINDWORLD","413.45","422.05","392.40","412.10","392.45","-","-19.65","-4.77","7,36,411","29.85","436.95","267.75","17.49","28.33"
"JPPOWER","19.65","20.35","18.79","19.87","18.92","-","-0.95","-4.78","11,59,50,835","227.26","24.00","12.25","13.87","43.17"
"POLYPLEX","1,369.50","1,370.55","1,288.00","1,365.30","1,300.00","-","-65.30","-4.78","2,61,786","34.71","1,478.70","751.65","9.10","29.03"
"ZOMATO","290.00","290.50","274.20","288.50","274.70","-","-13.80","-4.78","27,14,72,990","7,675.63","304.70","120.20","3.96","121.52"
"STARCEMENT","224.98","227.42","211.02","222.73","212.00","-","-10.73","-4.82","16,74,550","36.47","256.00","166.15","18.87","23.18"
"GANESHHOUC","1,241.00","1,263.80","1,178.20","1,252.65","1,191.50","-","-61.15","-4.88","1,14,696","13.87","1,340.45","373.05","7.79","203.97"
"IMFA","934.05","944.00","886.50","935.75","890.00","-","-45.75","-4.89","1,28,842","11.73","998.80","471.60","17.25","83.45"
"MAHSEAMLES","745.00","745.00","701.65","745.45","709.00","-","-36.45","-4.89","5,66,182","40.81","1,097.00","566.50","16.29","-23.52"
"PRESTIGE","1,868.95","1,878.55","1,760.00","1,863.75","1,772.00","-","-91.75","-4.92","28,60,828","515.34","2,074.80","967.30","13.36","68.63"
"TIINDIA","3,791.40","3,825.00","3,592.85","3,791.40","3,604.00","-","-187.40","-4.94","3,85,690","141.68","4,810.80","3,334.30","0.22","1.49"
"SWSOLAR","468.95","470.50","441.05","467.10","444.00","-","-23.10","-4.95","10,78,335","48.77","828.00","408.35","-6.91","4.69"
"ODIGMA","103.34","103.34","103.34","108.78","103.34","-","-5.44","-5.00","9,438","0.10","150.00","103.34","-","-"
"RITES","291.30","294.45","278.10","293.05","278.10","-","-14.95","-5.10","11,10,492","31.77","412.98","235.48","2.29","-42.01"
"MPHASIS","3,190.00","3,197.00","2,935.30","3,117.10","2,958.00","-","-159.10","-5.10","8,35,981","255.14","3,237.95","2,187.00","5.78","11.58"
"LODHA","1,480.00","1,495.00","1,392.00","1,476.25","1,400.05","-","-76.20","-5.16","10,23,456","146.63","1,649.95","877.25","11.15","51.70"
"LTTS","5,180.00","5,180.00","4,812.05","5,094.05","4,830.00","-","-264.05","-5.18","2,63,335","129.82","6,000.00","4,200.00","-5.93","-6.03"
"GODFRYPHLP","5,619.70","5,749.70","5,252.00","5,579.70","5,286.40","-","-293.30","-5.26","90,507","48.61","8,480.00","2,040.00","-11.06","152.98"
"NEOGEN","2,230.00","2,230.05","2,040.00","2,195.20","2,079.00","-","-116.20","-5.29","84,701","17.81","2,420.00","1,176.00","7.15","39.15"
"CEATLTD","3,118.80","3,130.35","2,955.05","3,121.45","2,955.05","-","-166.40","-5.33","1,12,066","34.41","3,578.80","2,210.15","6.36","24.68"
"ANGELONE","3,063.60","3,084.65","2,850.00","3,045.30","2,880.00","-","-165.30","-5.43","21,12,311","623.59","3,896.00","2,025.00","7.63","-11.28"
"ATUL","7,385.00","7,436.00","6,992.15","7,405.50","7,000.00","-","-405.50","-5.48","49,742","35.26","8,180.00","5,174.85","-3.58","2.34"
"FACT","1,010.00","1,015.70","945.00","1,003.15","948.00","-","-55.15","-5.50","4,57,688","44.55","1,187.00","572.60","15.87","20.42"
"GRWRHITECH","5,295.00","5,378.10","4,958.35","5,294.30","5,000.00","-","-294.30","-5.56","1,04,026","53.46","5,378.10","1,297.50","7.34","277.27"
"RCF","180.35","182.13","169.06","180.27","170.19","-","-10.08","-5.59","33,39,653","58.66","245.00","118.40","11.43","15.07"
"ABB","7,359.80","7,407.45","6,886.00","7,351.90","6,940.00","-","-411.90","-5.60","5,57,249","396.13","9,149.95","4,340.30","3.28","47.75"
"DOMS","2,931.10","2,949.60","2,735.90","2,930.30","2,766.00","-","-164.30","-5.61","2,59,035","73.43","3,115.00","1,225.60","1.96","106.44"
"MASTEK","3,250.00","3,293.35","3,020.05","3,234.55","3,053.00","-","-181.55","-5.61","2,22,615","69.38","3,375.00","2,137.55","-3.49","8.37"
"SUNDARMFIN","4,520.00","4,614.65","4,222.90","4,537.35","4,281.30","-","-256.05","-5.64","1,43,300","62.35","5,535.85","3,447.00","4.66","19.99"
"ASTRAMICRO","844.85","845.05","790.15","842.90","795.05","-","-47.85","-5.68","2,75,772","22.52","1,059.00","510.10","5.28","30.72"
"BANCOINDIA","1,042.35","1,053.60","991.05","1,052.80","993.00","-","-59.80","-5.68","1,18,501","12.02","1,188.85","512.00","-5.28","71.22"
"BAJAJHLDNG","11,331.50","11,331.55","10,651.40","11,331.50","10,675.10","-","-656.40","-5.79","65,090","71.05","11,545.90","7,620.00","1.81","38.79"
"SHAREINDIA","316.50","318.65","293.25","315.00","296.50","-","-18.50","-5.87","12,47,363","38.18","405.28","261.10","9.72","-83.60"
"EMIL","177.00","178.03","167.35","177.85","167.35","-","-10.50","-5.90","4,38,974","7.62","262.00","153.87","1.27","-12.95"
"PFC","481.00","482.50","451.00","480.45","452.00","-","-28.45","-5.92","1,87,25,117","868.38","580.00","351.70","-3.84","16.57"
"ICIL","395.00","397.60","366.05","394.40","370.30","-","-24.10","-6.11","6,29,660","23.71","450.65","255.45","16.03","28.59"
"MARKSANS","317.00","323.45","276.00","316.45","297.00","-","-19.45","-6.15","14,71,537","45.91","358.70","130.00","-0.15","91.58"
"SANGHIIND","67.59","67.59","63.00","67.57","63.40","-","-4.17","-6.17","25,49,212","16.54","156.00","63.00","-22.23","-51.24"
"IONEXCHANG","711.00","714.25","661.00","711.40","667.00","-","-44.40","-6.24","4,34,578","29.52","768.40","406.95","3.51","9.93"
"MAZDOCK","5,090.00","5,143.95","4,701.00","5,038.80","4,724.25","-","-314.55","-6.24","26,73,135","1,305.70","5,860.00","1,795.40","15.91","122.73"
"LTIM","6,288.00","6,288.00","5,801.00","6,220.60","5,821.50","-","-399.10","-6.42","11,18,998","666.71","6,767.95","4,513.55","-1.05","-4.69"
"EMBDL","127.46","128.89","118.76","127.45","118.76","-","-8.69","-6.82","56,27,469","69.50","164.36","84.25","-0.41","-"
"PFIZER","5,012.40","5,055.50","4,601.00","5,012.40","4,660.00","-","-352.40","-7.03","3,37,182","157.99","6,451.15","3,950.00","-9.82","10.64"
"RBLBANK","165.00","165.00","151.26","164.33","152.50","-","-11.83","-7.20","3,83,26,187","595.93","300.70","147.50","-2.17","-44.54"
"BALRAMCHIN","572.00","575.55","529.95","574.30","531.15","-","-43.15","-7.51","7,88,813","43.73","691.80","343.50","2.27","39.62"
